"","area","rooms","suites","bathrooms","parkings","price","neighborhood"
"4997",280,"3","3","5","2",4390000,"JA"
"4998",172,"3","1","4","2",1688000,"JA"
"4999",80,"2","--","2","1",8e+05,"JA"
"5000",140,"3","1","4","2",1388000,"JA"
"5001",234,"4","--","3","3",2150000,"JA"
"5002",450,"4","3","6","3",1.3e+07,"JA"
"5003",293,"4","4","1","2",2500000,"JA"
"5004",60,"1","1","1","1",1036781,"JA"
"5005",208,"3","1","2","2",2900000,"JA"
"5006",310,"4","4","4","4",4e+06,"JA"
"5007",152,"3","1","4","1",1888000,"JA"
"5008",351,"4","4","5","5",8500000,"JA"
"5009",96,"1","1","3","1",990000,"JA"
"5010",280,"4","1","3","2",5500000,"JA"
"5011",202,"3","--","3","1",1800000,"JA"
"5012",168,"4","1","3","2",1700000,"JA"
"5013",320,"3","3","5","4",4500000,"JA"
"5014",178,"3","1","4","1",3e+06,"JA"
"5015",151,"3","1","2","3",2800000,"JA"
"5016",27,"1","1","1","1",350000,"JA"
"5017",117,"3","1","3","1",1300000,"JA"
"5018",90,"2","--","1","1",950000,"JA"
"5019",84,"2","1","2","1",1280000,"JA"
"5020",273,"3","1","4","2",4257000,"JA"
"5021",163,"3","1","3","2",2400000,"JA"
"5022",167,"4","1","4","2",1950000,"JA"
"5023",230,"2","2","3","2",3490000,"JA"
"5024",146,"3","1","2","1",1850000,"JA"
"5025",101,"2","1","4","2",2045000,"JA"
"5026",116,"2","1","2","1",1601019,"JA"
"5027",102,"3","1","2","1",1272000,"JA"
"5028",75,"2","--","2","1",790000,"JA"
"5029",310,"4","2","4","2",5e+06,"JA"
"5030",240,"4","1","1","2",1700000,"JA"
"5031",180,"2","1","2","1",1500000,"JA"
"5032",160,"3","--","3","1",2650000,"JA"
"5033",140,"3","1","3","1",1570000,"JA"
"5034",514,"4","2","3","3",6600000,"JA"
"5035",323,"4","4","6","3",3800000,"JA"
"5036",201,"3","1","2","2",2700000,"JA"
"5037",455,"3","3","5","4",5700000,"JA"
"5038",406,"3","3","5","3",8e+06,"JA"
"5039",220,"2","2","3","2",2700000,"JA"
"5040",55,"1","1","1","1",1150000,"JA"
"5041",210,"3","1","3","3",1639000,"JA"
"5042",150,"3","3","5","3",2449090,"JA"
"5043",144,"3","1","2","1",1900000,"JA"
"5044",158,"4","2","1","1",1690000,"JA"
"5045",162,"3","1","4","1",1700000,"JA"
"5046",340,"3","3","5","2",4400000,"JA"
"5047",163,"3","3","4","2",2490000,"JA"
"5048",210,"3","1","2","2",2400000,"JA"
"5049",130,"3","2","4","1",1500000,"JA"
"5050",230,"3","3","3","4",4500000,"JA"
"5051",205,"3","3","5","4",4350000,"JA"
"5052",347,"3","1","2","2",3200000,"JA"
"5053",185,"3","3","5","1",2080000,"JA"
"5054",190,"4","1","2","2",3200000,"JA"
"5055",250,"3","3","5","2",3300000,"JA"
"5056",206,"3","1","2","2",2500000,"JA"
"5057",116,"3","1","2","2",949000,"JA"
"5058",263,"4","2","4","3",2700000,"JA"
"5059",163,"3","3","5","2",2490000,"JA"
"5060",120,"3","1","4","2",1500000,"JA"
"5061",112,"1","1","3","1",1e+06,"JA"
"5062",219,"3","1","3","2",2600000,"JA"
"5063",210,"3","1","3","2",3e+06,"JA"
"5064",49,"1","--","1","1",950000,"JA"
"5065",186,"3","1","4","3",2650000,"JA"
"5066",219,"3","2","3","1",2300000,"JA"
"5067",220,"3","3","4","2",2250000,"JA"
"5068",455,"3","3","3","3",5700000,"JA"
"5069",125,"1","1","3","1",1600000,"JA"
"5070",552,"4","4","6","5",1.7e+07,"JA"
"5071",400,"3","3","5","4",8500000,"JA"
"5072",90,"3","1","3","1",840000,"JA"
"5073",303,"4","1","2","3",3600000,"JA"
"5074",420,"4","3","6","6",6500000,"JA"
"5075",68,"2","--","2","1",7e+05,"JA"
"5076",136,"1","1","2","1",1490000,"JA"
"5077",300,"3","1","4","2",4e+06,"JA"
"5078",315,"4","4","5","5",8e+06,"JA"
"5079",354,"4","4","7","5",5500000,"JA"
"5080",162,"3","3","5","2",2168000,"JA"
"5081",109,"2","1","2","1",1340000,"JA"
"5082",180,"3","1","1","1",1700000,"JA"
"5083",162,"3","1","4","2",1698000,"JA"
"5084",152,"3","--","3","1",1700000,"JA"
"5085",516,"4","4","6","3",6950000,"JA"
"5086",185,"3","--","2","1",1750000,"JA"
"5087",222,"3","3","5","2",3290000,"JA"
"5088",155,"3","1","3","2",2390000,"JA"
"5089",148,"3","1","4","2",1398000,"JA"
"5090",300,"3","3","--","6",10923000,"JA"
"5091",268,"3","3","5","4",4350000,"JA"
"5092",135,"3","1","3","1",1520000,"JA"
"5093",231,"3","1","3","1",2200000,"JA"
"5094",350,"4","4","7","5",8500000,"JA"
"5095",425,"3","1","3","3",5e+06,"JA"
"5096",260,"3","3","5","3",2980000,"JA"
"5097",230,"3","1","4","2",2500000,"JA"
"5098",151,"3","1","4","3",2950000,"JA"
"5099",145,"2","2","4","2",2180000,"JA"
"5100",139,"3","1","2","1",1500000,"JA"
"5101",263,"4","3","5","3",4248000,"JA"
"5102",110,"3","1","3","1",1290000,"JA"
"5103",80,"2","--","2","1",850000,"JA"
"5104",188,"3","1","4","2",2298000,"JA"
"5105",156,"3","1","4","2",2290000,"JA"
"5106",340,"3","3","3","2",4350000,"JA"
"5107",208,"3","1","3","2",1800000,"JA"
"5108",280,"4","2","3","2",3e+06,"JA"
"5109",203,"3","1","2","2",1900000,"JA"
"5110",530,"4","4","6","5",1e+07,"JA"
"5111",587,"4","4","6","4",7390000,"JA"
"5112",213,"3","3","4","2",2300000,"JA"
"5113",190,"3","3","5","2",2248000,"JA"
"5114",347,"3","1","5","5",4500000,"JA"
"5115",250,"4","2","5","2",2500000,"JA"
"5116",105,"4","1","3","2",1500000,"JA"
"5117",345,"4","2","4","5",4500000,"JA"
"5118",236,"3","1","4","2",2900000,"JA"
"5119",205,"3","1","4","2",2600000,"JA"
"5120",150,"3","1","4","1",2020000,"JA"
"5121",345,"4","2","4","2",3850000,"JA"
"5122",420,"4","3","6","6",6500000,"JA"
"5123",345,"3","1","4","5",4500000,"JA"
"5124",131,"3","--","2","2",1220000,"JA"
"5125",129,"3","1","3","1",1460000,"JA"
"5126",232,"3","2","5","2",2750000,"JA"
"5127",134,"2","1","2","2",2500000,"JA"
"5128",96,"3","1","3","1",850000,"JA"
"5129",227,"4","3","4","3",3280000,"JA"
"5130",120,"3","1","3","1",1190000,"JA"
"5131",345,"3","3","6","2",5320000,"JA"
"5132",280,"4","3","5","3",3200000,"JA"
"5133",120,"3","1","3","1",1568000,"JA"
"5134",327,"4","2","4","2",3930000,"JA"
"5135",315,"4","4","6","5",8e+06,"JA"
"5136",218,"4","1","2","2",3350000,"JA"
"5137",140,"3","1","3","1",1350000,"JA"
"5138",351,"4","3","5","10",8500000,"JA"
"5139",240,"4","2","3","2",3200000,"JA"
"5140",61,"2","--","1","1",8e+05,"JA"
"5141",238,"4","1","1","4",3360000,"JA"
"5142",180,"3","1","3","2",2500000,"JA"
"5143",49,"1","--","1","1",560000,"JA"
"5144",80,"2","--","1","--",690000,"JA"
"5145",105,"3","1","1","2",1498000,"JA"
"5146",140,"4","1","2","2",1500000,"JA"
"5147",27,"1","1","1","1",430000,"JA"
"5148",470,"4","4","6","4",7200000,"JA"
"5149",247,"3","1","4","2",2150000,"JA"
"5150",280,"3","1","5","2",5600000,"JA"
"5151",62,"1","--","1","1",680000,"JA"
"5152",170,"3","1","3","1",1188000,"JA"
"5153",300,"3","2","5","2",3500000,"JA"
"5154",300,"3","2","5","2",3500000,"JA"
"5155",123,"2","2","3","1",1750000,"JA"
"5156",140,"3","1","1","1",1390000,"JA"
"5157",102,"3","1","3","1",1228000,"JA"
"5158",51,"2","--","2","1",1100000,"JA"
"5159",340,"4","1","4","2",3750000,"JA"
"5160",112,"2","1","3","1",1388000,"JA"
"5161",186,"3","1","4","3",2650000,"JA"
"5162",310,"4","1","4","3",2900000,"JA"
"5163",203,"3","3","5","2",3150000,"JA"
"5164",344,"4","4","4","5",7800000,"JA"
"5165",240,"3","1","4","1",2800000,"JA"
"5166",127,"2","2","2","2",2600000,"JA"
"5167",415,"4","3","4","3",6500000,"JA"
"5168",425,"4","2","5","3",5500000,"JA"
"5169",310,"4","3","4","3",3620000,"JA"
"5170",238,"4","1","1","4",3360000,"JA"
"5171",179,"3","--","4","1",1650000,"JA"
"5172",115,"3","1","3","1",1080000,"JA"
"5173",156,"3","3","5","2",2190000,"JA"
"5174",175,"3","3","5","2",2490000,"JA"
"5175",70,"2","1","2","1",1019228,"JA"
"5176",140,"3","1","3","2",1270000,"JA"
"5177",104,"3","1","2","1",1300000,"JA"
"5178",308,"3","3","5","3",3950000,"JA"
"5179",160,"4","2","5","3",1400000,"JA"
"5180",308,"3","3","5","3",3950000,"JA"
"5181",160,"4","2","5","3",1400000,"JA"
"5182",265,"4","1","4","2",2600000,"JA"
"5183",130,"3","1","2","1",1700000,"JA"
"5184",270,"4","3","5","2",3695000,"JA"
"5185",231,"4","3","5","4",3360000,"JA"
"5186",270,"3","1","4","1",2300000,"JA"
"5187",160,"3","1","3","2",1560000,"JA"
"5188",470,"4","4","7","4",6800000,"JA"
"5189",109,"3","--","2","1",840000,"JA"
"5190",180,"3","1","4","1",1590000,"JA"
"5191",280,"3","3","3","3",3e+06,"JA"
"5192",220,"3","1","2","2",3190000,"JA"
"5193",203,"3","1","3","2",1720000,"JA"
"5194",142,"3","1","4","2",1498000,"JA"
"5195",94,"2","--","2","1",954000,"JA"
"5196",128,"3","1","4","1",1450000,"JA"
"5197",216,"3","1","1","1",2700000,"JA"
"5198",162,"4","3","4","3",1800000,"JA"
"5199",210,"2","2","2","4",5700000,"JA"
"5200",400,"4","3","5","4",9e+06,"JA"
"5201",110,"3","1","3","1",1250000,"JA"
"5202",170,"3","1","2","2",2300000,"JA"
"5203",160,"3","3","4","3",2800000,"JA"
"5204",120,"3","--","2","1",930000,"JA"
"5205",170,"3","2","4","1",2490000,"JA"
"5206",105,"2","--","3","2",1170000,"JA"
"5207",240,"3","3","5","2",2600000,"JA"
"5208",290,"2","1","4","2",2900000,"JA"
"5209",90,"2","--","2","1",780000,"JA"
"5210",320,"4","3","6","3",7450000,"JA"
"5211",158,"3","--","2","1",1490000,"JA"
"5212",130,"3","1","3","1",1595000,"JA"
"5213",286,"3","3","6","2",4390000,"JA"
"5214",252,"3","1","5","2",3350000,"JA"
"5215",470,"4","4","--","4",7500000,"JA"
"5216",220,"3","1","4","2",2500000,"JA"
"5217",329,"4","4","7","5",7500000,"JA"
"5218",175,"3","3","5","2",2490000,"JA"
"5219",152,"1","--","3","1",2300000,"JA"
"5220",78,"2","2","3","--",780000,"JA"
"5221",280,"3","2","5","2",4e+06,"JA"
"5222",160,"3","1","3","2",1600000,"JA"
"5223",364,"5","3","3","3",6650000,"JA"
"5224",200,"3","3","6","3",3e+06,"JA"
"5225",120,"3","1","3","1",1187000,"JA"
"5226",200,"3","1","3","3",2700000,"JA"
"5227",61,"2","--","1","2",1175000,"JA"
"5228",168,"4","1","4","2",1980000,"JA"
"5229",310,"4","4","7","3",4750000,"JA"
"5230",145,"3","1","3","2",1350000,"JA"
"5231",320,"3","3","5","3",6e+06,"JA"
"5232",292,"2","2","4","2",2599000,"JA"
"5233",340,"3","3","--","2",4300000,"JA"
"5234",120,"3","1","3","1",1250000,"JA"
"5235",104,"3","1","3","1",1240000,"JA"
"5236",120,"3","1","2","2",1700000,"JA"
"5237",132,"3","1","4","1",1488000,"JA"
"5238",320,"4","3","5","3",3600000,"JA"
"5239",286,"3","3","5","2",4390000,"JA"
"5240",310,"4","1","5","2",3800000,"JA"
"5241",82,"2","1","3","1",848000,"JA"
"5242",240,"4","2","3","2",2600000,"JA"
"5243",76,"2","--","1","1",639000,"JA"
"5244",300,"3","2","5","2",3500000,"JA"
"5245",80,"2","--","2","1",850000,"JA"
"5246",75,"2","--","2","1",695000,"JA"
"5247",126,"3","1","3","2",1600000,"JA"
"5248",470,"4","4","--","4",7500000,"JA"
"5249",348,"4","1","4","4",3600000,"JA"
"5250",82,"2","--","1","1",1250000,"JA"
"5251",112,"3","--","2","1",1200000,"JA"
"5252",286,"3","3","5","2",4390000,"JA"
"5253",55,"1","1","1","1",904000,"JA"
"5254",310,"4","1","5","2",3800000,"JA"
"5255",82,"2","1","3","1",848000,"JA"
"5256",240,"4","2","3","2",2600000,"JA"
"5257",227,"3","2","4","2",3160000,"JA"
"5258",76,"2","--","1","1",639000,"JA"
"5259",80,"2","--","2","1",850000,"JA"
"5260",75,"2","--","2","1",695000,"JA"
"5261",126,"3","1","3","2",1600000,"JA"
"5262",348,"4","1","4","4",3600000,"JA"
"5263",82,"2","--","1","1",1250000,"JA"
"5264",112,"3","--","2","1",1200000,"JA"
"5265",175,"3","1","4","1",1690000,"JA"
"5266",200,"4","1","3","2",3300000,"JA"
"5267",182,"3","1","4","2",1948000,"JA"
"5268",193,"4","2","4","2",3200000,"JA"
"5269",96,"3","1","3","1",1200000,"JA"
"5270",240,"4","2","5","3",2995000,"JA"
"5271",402,"4","3","5","3",4300000,"JA"
"5272",220,"3","1","3","2",2500000,"JA"
"5273",220,"3","1","4","2",2200000,"JA"
"5274",240,"4","1","3","2",3300000,"JA"
"5275",141,"3","--","2","1",1200000,"JA"
"5276",158,"2","--","2","--",1500000,"JA"
"5277",97,"3","--","2","1",1200000,"JA"
"5278",310,"4","2","3","3",3900000,"JA"
"5279",113,"3","1","3","1",1250000,"JA"
"5280",200,"4","2","4","3",2299000,"JA"
"5281",240,"4","2","3","3",3e+06,"JA"
"5282",120,"3","1","1","1",1780000,"JA"
"5283",68,"2","--","3","2",1050000,"JA"
"5284",37,"1","1","1","1",350000,"JA"
"5285",210,"3","1","4","2",2600000,"JA"
"5286",87,"2","1","3","1",880000,"JA"
"5287",196,"4","3","5","2",3500000,"JA"
"5288",140,"3","1","3","1",1160000,"JA"
"5289",81,"2","--","2","1",9e+05,"JA"
"5290",208,"3","3","4","3",4e+06,"JA"
"5291",263,"3","3","5","3",4200000,"JA"
"5292",250,"3","2","4","1",1680000,"JA"
"5293",212,"3","1","3","2",2e+06,"JA"
"5294",294,"4","1","4","3",2700000,"JA"
"5295",152,"4","4","6","3",2850000,"JA"
"5296",186,"3","1","4","2",2500000,"JA"
"5297",145,"3","1","2","2",2200000,"JA"
"5298",210,"3","1","1","2",3200000,"JA"
"5299",206,"3","3","4","4",4350000,"JA"
"5300",127,"3","1","5","2",1250000,"JA"
"5301",140,"3","1","3","1",1570000,"JA"
"5302",79,"1","1","2","1",8e+05,"JA"
"5303",290,"4","2","5","2",4790000,"JA"
"5304",180,"3","1","3","1",1800000,"JA"
"5305",40,"1","--","1","1",425000,"JA"
"5306",302,"3","1","4","2",3900000,"JA"
"5307",115,"2","1","2","1",1350000,"JA"
"5308",105,"3","1","3","1",1500000,"JA"
"5309",140,"3","3","5","1",1500000,"JA"
"5310",230,"4","2","3","1",2980000,"JA"
"5311",221,"3","--","2","2",2e+06,"JA"
"5312",63,"2","--","2","--",6e+05,"JA"
"5313",286,"3","3","5","2",4390000,"JA"
"5314",240,"3","3","6","4",3050000,"JA"
"5315",360,"4","4","6","4",5400000,"JA"
"5316",90,"2","--","1","1",1320000,"JA"
"5317",303,"4","1","4","3",4e+06,"JA"
"5318",240,"3","2","4","2",2800000,"JA"
"5319",71,"1","--","1","1",1200000,"JA"
"5320",144,"3","1","3","1",1915000,"JA"
"5321",170,"3","1","2","1",1800000,"JA"
"5322",78,"2","--","2","1",980000,"JA"
"5323",49,"1","--","1","1",560000,"JA"
"5324",220,"3","1","3","1",2300000,"JA"
"5325",260,"3","1","3","3",4500000,"JA"
"5326",187,"2","1","4","2",1700000,"JA"
"5327",112,"2","1","2","1",1500000,"JA"
"5328",162,"3","1","4","2",2248000,"JA"
"5329",200,"4","1","3","2",2900000,"JA"
"5330",170,"3","1","2","2",2300000,"JA"
"5331",286,"3","1","2","2",4390000,"JA"
"5332",90,"2","2","4","2",1400000,"JA"
"5333",220,"3","3","5","2",2800000,"JA"
"5334",193,"4","2","4","2",3200000,"JA"
"5335",86,"2","--","2","1",1070000,"JA"
"5336",255,"3","3","4","3",4190000,"JA"
"5337",263,"4","4","6","4",4250000,"JA"
"5338",222,"3","1","3","2",1800000,"JA"
"5339",163,"3","1","3","2",1800000,"JA"
"5340",200,"3","1","3","2",1600000,"JA"
"5341",138,"3","1","3","1",1150000,"JA"
"5342",155,"3","1","4","2",2350000,"JA"
"5343",255,"3","1","5","5",6300000,"JA"
"5344",158,"3","1","3","1",1550000,"JA"
"5345",110,"2","--","3","1",1200000,"JA"
"5346",228,"3","1","4","3",2800000,"JA"
"5347",223,"3","2","4","2",2500000,"JA"
"5348",55,"1","1","1","1",904000,"JA"
"5349",274,"4","3","4","3",4500000,"JA"
"5350",90,"2","1","2","2",1328000,"JA"
"5351",367,"4","4","7","6",8e+06,"JA"
"5352",167,"3","3","4","1",2200000,"JA"
"5353",134,"2","1","2","1",1500000,"JA"
"5354",227,"3","2","4","2",3160000,"JA"
"5355",307,"4","2","1","3",3750000,"JA"
"5356",110,"2","1","3","1",1064800,"JA"
"5357",280,"4","1","5","2",2600000,"JA"
"5358",260,"4","4","5","4",5990000,"JA"
"5359",222,"3","3","4","2",2990000,"JA"
"5360",163,"3","3","4","2",2470000,"JA"
"5361",200,"4","1","4","3",2300000,"JA"
"5362",160,"3","3","5","2",2190000,"JA"
"5363",140,"3","1","3","1",1650000,"JA"
"5364",100,"3","--","2","1",950000,"JA"
"5365",160,"3","1","2","2",1712000,"JA"
"5366",67,"1","1","1","--",950000,"JA"
"5367",102,"3","1","3","1",1228000,"JA"
"5368",286,"3","3","5","2",4390000,"JA"
"5369",100,"3","--","2","1",898000,"JA"
"5370",335,"4","4","--","4",5319000,"JA"
"5371",353,"4","4","4","5",8500000,"JA"
"5372",100,"3","1","2","1",1100000,"JA"
"5373",263,"4","4","1","4",9962310,"JA"
"5374",208,"4","4","4","3",4789290,"JA"
"5375",249,"3","3","4","2",3990000,"JA"
"5376",136,"3","1","2","2",1600000,"JA"
"5377",280,"4","4","4","3",4890000,"JA"
"5378",225,"3","1","4","2",3700000,"JA"
"5379",194,"3","1","3","1",1990000,"JA"
"5380",163,"3","3","3","2",2490000,"JA"
"5381",89,"2","--","2","1",820000,"JA"
"5382",212,"4","1","5","2",2500000,"JA"
"5383",290,"4","2","2","3",3e+06,"JA"
"5384",270,"3","3","5","4",4800000,"JA"
"5385",39,"1","--","1","1",530000,"JA"
"5386",110,"3","1","3","1",1290000,"JA"
"5387",70,"2","1","2","1",1222000,"JA"
"5388",163,"3","3","3","2",2470000,"JA"
"5389",600,"3","3","1","3",8e+06,"JA"
"5390",81,"2","--","2","1",9e+05,"JA"
"5391",220,"3","1","4","1",2e+06,"JA"
"5392",112,"2","1","2","1",958000,"JA"
"5393",62,"2","1","2","1",1237000,"JA"
"5394",386,"4","3","4","3",7e+06,"JA"
"5395",181,"3","1","4","3",2650000,"JA"
"5396",163,"3","3","4","2",2650000,"JA"
"5397",517,"4","2","4","3",6950000,"JA"
"5398",203,"3","1","4","2",2120000,"JA"
"5399",180,"2","2","5","2",2600000,"JA"
"5400",190,"3","1","4","2",2500000,"JA"
"5401",493,"4","4","6","3",11500000,"JA"
"5402",255,"4","2","4","3",3200000,"JA"
"5403",280,"4","1","1","2",3800000,"JA"
"5404",194,"3","1","2","3",1900000,"JA"
"5405",196,"3","3","5","2",3500000,"JA"
"5406",86,"1","1","2","2",1600000,"JA"
"5407",287,"3","3","3","2",4390000,"JA"
"5408",320,"4","4","6","4",3199000,"JA"
"5409",160,"3","1","3","1",1588000,"JA"
"5410",163,"3","1","2","1",1500000,"JA"
"5411",180,"3","1","3","2",2300000,"JA"
"5412",305,"3","3","4","2",3800000,"JA"
"5413",225,"3","1","2","4",2860000,"JA"
"5414",152,"4","4","7","3",2870000,"JA"
"5415",204,"3","3","5","2",3800000,"JA"
"5416",222,"4","1","4","2",2e+06,"JA"
"5417",260,"3","1","2","3",4e+06,"JA"
"5418",136,"3","1","2","3",1800000,"JA"
"5419",30,"1","1","1","1",350000,"JA"
"5420",530,"4","2","5","4",5900000,"JA"
"5421",310,"4","4","5","4",4600000,"JA"
"5422",374,"4","3","5","2",7200000,"JA"
"5423",261,"4","4","4","4",7500000,"JA"
"5424",155,"3","1","4","1",1815000,"JA"
"5425",160,"3","--","2","1",1390000,"JA"
"5426",126,"2","1","3","1",1980000,"JA"
"5427",220,"3","3","5","2",2800000,"JA"
"5428",138,"3","1","3","1",1350000,"JA"
"5429",135,"3","1","1","1",1430000,"JA"
"5430",184,"3","3","5","2",3100000,"JA"
"5431",200,"4","1","3","2",2900000,"JA"
"5432",135,"3","1","1","1",1430000,"JA"
"5433",184,"3","3","5","2",3100000,"JA"
"5434",232,"3","1","4","2",2388000,"JA"
"5435",380,"4","4","4","5",8200000,"JA"
"5436",135,"3","1","3","1",1430000,"JA"
"5437",400,"4","4","6","5",9900000,"JA"
"5438",149,"2","--","3","1",1690000,"JA"
"5439",320,"3","3","1","5",3210000,"JA"
"5440",168,"4","1","2","2",2300000,"JA"
"5441",290,"4","2","7","2",3200000,"JA"
"5442",255,"4","2","5","3",4e+06,"JA"
"5443",136,"3","1","2","1",1543000,"JA"
"5444",400,"4","4","4","4",5450000,"JA"
"5445",105,"2","--","2","1",1500000,"JA"
"5446",220,"3","1","4","2",2766000,"JA"
"5447",206,"3","1","5","2",1700000,"JA"
"5448",382,"4","2","5","2",3050000,"JA"
"5449",90,"3","--","--","1",1200000,"JA"
"5450",140,"3","1","2","1",1790000,"JA"
"5451",190,"3","1","5","2",2900000,"JA"
"5452",49,"1","--","1","1",560000,"JA"
"5453",119,"3","1","1","2",1700000,"JA"
"5454",89,"2","--","2","--",880000,"JA"
"5455",162,"3","1","3","2",1900000,"JA"
"5456",307,"4","1","1","3",3e+06,"JA"
"5457",168,"3","1","3","1",2350000,"JA"
"5458",195,"4","1","7","3",2500000,"JA"
"5459",120,"3","1","3","1",1800000,"JA"
"5460",400,"4","4","5","4",5490000,"JA"
"5461",166,"4","1","2","1",1490000,"JA"
"5462",203,"3","1","2","1",1800000,"JA"
"5463",180,"2","1","3","1",1600000,"JA"
"5464",310,"3","1","3","2",4140000,"JA"
"5465",95,"2","2","3","1",1300000,"JA"
"5466",125,"2","2","2","1",1750000,"JA"
"5467",48,"1","--","1","2",980000,"JA"
"5468",71,"1","--","1","1",1200000,"JA"
"5469",160,"3","1","1","2",1800000,"JA"
"5470",291,"4","3","5","3",4790000,"JA"
"5471",240,"4","1","4","2",3300000,"JA"
"5472",400,"4","2","4","3",4e+06,"JA"
"5473",150,"4","1","4","1",948000,"JA"
"5474",110,"2","1","2","2",2450000,"JA"
"5475",27,"1","1","1","1",320000,"JA"
"5476",110,"3","1","3","1",1100000,"JA"
"5477",126,"2","1","2","1",1800000,"JA"
"5478",351,"3","3","1","5",8e+06,"JA"
"5479",214,"4","1","3","3",2300000,"JA"
"5480",365,"4","4","5","3",5750000,"JA"
"5481",169,"3","1","4","2",2500000,"JA"
"5482",123,"3","2","3","1",1739000,"JA"
"5483",158,"3","--","3","1",1500000,"JA"
"5484",193,"3","3","5","3",2050000,"JA"
"5485",425,"3","2","3","4",1.2e+07,"JA"
"5486",80,"2","--","2","1",980000,"JA"
"5487",348,"3","1","4","3",3400000,"JA"
"5488",112,"2","1","2","1",960000,"JA"
"5489",58,"1","1","2","1",750000,"JA"
"5490",210,"3","2","3","2",2690000,"JA"
"5491",144,"3","1","3","1",1915000,"JA"
"5492",207,"3","1","4","2",2100000,"JA"
"5493",347,"4","4","5","6",7995000,"JA"
"5494",240,"4","1","4","1",2400000,"JA"
"5495",130,"3","1","4","1",1450000,"JA"
"5496",585,"4","4","4","4",15212340,"JA"
"5497",140,"3","1","3","1",1350000,"JA"
"5498",80,"2","1","2","--",650000,"JA"
"5499",89,"2","2","2","2",1300000,"JA"
"5500",98,"3","1","3","--",950000,"JA"
"5501",190,"3","1","--","3",3e+06,"JA"
"5502",240,"4","1","1","2",3300000,"JA"
"5503",134,"3","1","3","--",1260000,"JA"
"5504",134,"3","1","3","--",1260000,"JA"
"5505",170,"3","2","4","2",1820000,"JA"
"5506",196,"3","3","5","3",2100000,"JA"
"5507",238,"3","3","4","1",3387000,"JA"
"5508",88,"2","--","1","1",1080000,"JA"
"5509",300,"2","2","4","6",4e+06,"JA"
"5510",172,"3","3","4","1",1600000,"JA"
"5511",120,"3","1","3","1",1700000,"JA"
"5512",230,"4","4","6","4",4600000,"JA"
"5513",122,"3","1","2","2",1700000,"JA"
"5514",97,"3","1","3","1",1100000,"JA"
"5515",110,"3","1","3","1",1100000,"JA"
"5516",130,"3","1","2","2",1450000,"JA"
"5517",200,"4","1","4","2",2588000,"JA"
"5518",76,"2","--","2","--",970000,"JA"
"5519",136,"3","1","3","1",1520000,"JA"
"5520",28,"1","--","1","1",340000,"JA"
"5521",160,"3","1","2","--",920000,"JA"
"5522",400,"4","4","5","6",7e+06,"JA"
"5523",60,"2","1","2","1",1036000,"JA"
"5524",280,"3","3","5","3",2800000,"JA"
"5525",187,"1","1","2","2",4500000,"JA"
"5526",347,"3","3","5","2",3700000,"JA"
"5527",170,"3","--","3","1",1908000,"JA"
"5528",132,"3","1","3","1",1579000,"JA"
"5529",263,"4","4","6","3",4200000,"JA"
"5530",70,"2","1","1","1",1028000,"JA"
"5531",160,"3","2","4","1",1375000,"JA"
"5532",202,"3","1","3","1",1950000,"JA"
"5533",115,"2","2","3","1",1750000,"JA"
"5534",148,"3","1","3","1",2050000,"JA"
"5535",125,"3","1","2","1",1570000,"JA"
"5536",260,"3","1","4","3",2788000,"JA"
"5537",80,"2","--","2","1",9e+05,"JA"
"5538",287,"3","3","5","2",4390000,"JA"
"5539",345,"3","1","3","2",3800000,"JA"
"5540",287,"3","3","5","2",4390000,"JA"
"5541",345,"3","1","3","2",3800000,"JA"
"5542",85,"2","--","2","1",950000,"JA"
"5543",156,"3","3","4","2",2270000,"JA"
"5544",517,"4","2","4","3",6300000,"JA"
"5545",159,"3","1","3","1",2150000,"JA"
"5546",162,"3","1","1","1",1750000,"JA"
"5547",245,"3","1","4","2",3370000,"JA"
"5548",86,"2","--","2","1",850000,"JA"
"5549",180,"3","1","4","2",1950000,"JA"
"5550",194,"3","1","4","2",2500000,"JA"
"5551",420,"4","2","4","4",1.2e+07,"JA"
"5552",210,"3","1","3","2",3200000,"JA"
"5553",223,"4","4","6","2",2350000,"JA"
"5554",154,"3","1","2","1",1850000,"JA"
"5555",117,"3","1","2","1",1100000,"JA"
"5556",145,"3","1","2","2",1700000,"JA"
"5557",350,"4","3","6","4",4900000,"JA"
"5558",218,"3","1","1","2",4e+06,"JA"
"5559",170,"4","1","4","2",1710000,"JA"
"5560",320,"4","1","2","2",3700000,"JA"
"5561",179,"3","1","1","2",1800000,"JA"
"5562",250,"4","2","4","4",3700000,"JA"
"5563",162,"3","--","3","1",1740000,"JA"
"5564",347,"3","1","2","5",4500000,"JA"
"5565",178,"3","1","2","2",1890000,"JA"
"5566",609,"4","4","6","5",1.2e+07,"JA"
"5567",280,"3","3","5","3",4800000,"JA"
"5568",186,"3","1","3","1",1323000,"JA"
"5569",89,"2","--","2","1",870000,"JA"
"5570",147,"2","2","3","2",2660000,"JA"
"5571",450,"3","3","4","4",4e+06,"JA"
"5572",145,"3","1","2","2",1590000,"JA"
"5573",186,"3","1","3","1",1600000,"JA"
"5574",1100,"5","5","8","7",38900000,"JA"
"5575",206,"3","3","5","4",4500000,"JA"
"5576",100,"3","1","2","2",1150000,"JA"
"5577",448,"4","4","6","4",5748000,"JA"
